0,1,2,3,4,5,gender,label
0.03264693935326674,0.05899302330500483,0.08669429489657308,0.04983563574995217,-0.013422731852171849,0.031642545683584385,male,child
-0.01646055323363841,0.023747864175415564,0.06204508528078205,0.03516177565281109,0.018117308150940554,0.027720665024980093,male,child
0.03201172057529512,-0.024529634813630602,-0.009980339636760498,0.014987637109860572,-0.001198438406608022,-0.020812839814522234,male,child
0.02596160982227503,0.01448553648271792,-0.019062592755829152,-0.011308217763419955,0.004731944464428888,0.004606704468494594,male,child
0.03845279323426218,-0.03160467962687046,0.013583134306189069,0.022006548245391642,0.017381977486291843,-0.026298420608960836,male,child
0.009419467789843735,0.005259687685542172,0.0354282746677989,0.006532831407541633,-0.019546022666221137,0.0035739457589223245,male,child
-0.0034531470197235598,0.027849748934781544,0.04656333239375608,0.033376999128801016,0.007946416817822807,0.021489517023208542,male,child
0.012310183526561732,0.019346234897514743,-0.014667848925220581,-0.011888249287937244,-0.003034266023374633,0.0029797868356302693,male,child
-0.04133033906314507,0.06037886522080809,-0.0815137867872856,0.029710554896855364,0.013802794708330672,-0.015828594446683525,male,child
0.04796156536566593,-0.019710659460251877,-0.08195175882515617,0.04226812039236556,-0.0049370697196623745,0.008474750901499595,male,child
0.027386779760281615,9.378358577644994e-05,-0.10343003060065956,0.006454488859123354,0.028463007370787222,0.005361845037178665,male,child
-0.0040787529476253165,-0.003480315696198003,0.038806204210120133,-0.0010672632567506502,0.00465298926454816,0.005795489104240688,male,child
0.030040959097430358,-0.015777854681238074,0.08837042426831035,-0.012813094518375999,-0.02191809107235802,0.014674506057932407,male,child
-0.0044044456315129165,-0.024508795381296907,-0.05884484336656688,0.021400734108379362,0.00687316715861448,-0.00744392532006124,male,child
-0.01262647941174698,0.025195799698038073,-0.030124990076959922,-0.02308091816046112,0.010942711422915332,-0.014673911290563153,male,child
0.00817436767399271,0.006988630854140347,0.04157237868317765,-0.04536362770725734,-0.01224730478202074,0.01567230167415214,male,child
0.013241173300297483,-0.008313364278404999,-0.019827805957714766,-0.04154996910644867,0.006231324156658856,-0.001038030590677979,male,child
-0.003375601571828326,0.013071844512840165,0.021804070248426132,0.004213929113490139,0.010459628233861736,0.017966050353742373,male,child
0.007122704569505211,0.02011846981250264,0.003225413131395342,0.04998968263702107,-0.0008404634609674685,0.02050286050281443,male,child
0.002390117389986728,-0.033727553165538104,-0.017882981070641898,-0.016893495408170405,0.0006739984573582823,-0.00015489763378506607,male,child
-0.009903203202486251,-0.00567516055716331,0.008289588736156742,0.03177829806837442,-0.009092156324956718,-0.0016695044981552747,male,child
0.020781266318117206,-0.06338398930203161,0.10638422805612996,-0.0783100604489157,-0.03502521121415298,-0.01567318713825181,male,child
0.0008989895365988473,0.01346661790661902,-0.023104445557662077,0.0012890066856633808,0.019621224319277434,0.0024469599799154854,male,child
0.013544359945504738,-0.018011636626679893,-0.002420722637067938,0.05568840921862882,-0.012216531418013895,0.0043777584691917035,male,child
0.055371058073901164,0.0525983581529609,0.005849480853024338,0.1092812721765991,0.006633290075617238,0.048011710619270474,male,child
0.07182527242521117,-0.009076001900140494,-0.13208128775260544,-0.026790481568738343,0.016556056103976178,0.023117848469220756,male,child
-0.020471505867083288,0.04272001538971933,-0.02675342091535028,-0.05868900504831006,0.003580663282007351,0.0031513112567246736,male,child
0.02202587322541136,0.004119094036925901,-0.06817709760192567,-0.053964137731887483,0.014839824558452975,-0.004455582150531958,male,child
0.028866378512301175,-0.035555788754745944,0.0587773138981538,0.021544208629621704,-0.018531935109387023,0.005840297899217911,male,child
-0.015099639317127902,0.02568111883126004,0.02545687235668631,-0.13665585482518824,0.008210337992456242,-0.01617002819207687,male,child
-0.028377699775258877,0.14910249070855486,0.028607355589909855,0.12443872404912593,0.02474970457344285,0.06295594698734606,male,child
0.00675404943542747,0.09206596019623083,-0.06376681944247412,0.04920741945532101,0.013749796068610926,0.04376259958067832,male,child
0.04403125996403598,-0.0054684534116631635,-0.08899495239559109,-0.03743863515189073,0.010362102560503031,0.021791443013467967,male,child
0.035326856567043284,0.006567044328961071,-0.046420879008253285,-0.08664312528590333,0.019264861178584988,0.00640722578147583,male,child
-0.0019845097942178926,0.01887029322148505,-0.08234663127019214,-0.009458975683434512,0.014737581955206844,0.011107795759455797,male,child
0.024118242292276607,0.006835002676899244,-0.0026701849139806944,-0.03579662023682408,-0.0015271429314521793,-0.002631551072121756,male,child
-0.004945335999758156,-0.0012269418587750737,-0.01696307494477954,-0.07881756723339876,-0.0029688038740127935,-0.021601486472552226,male,child
0.021417632660500896,-0.02874227983252428,0.025288757073660153,0.13003671807519626,-0.0026436214064535627,0.020403293794922547,male,child
